source0 source1 source2 source3
0.5384615384615384 0.554089709762533 0.5815789473684211 0.5771704180064309
0.6774193548387096 0.5690072639225182 0.5707376058041113 0.5887372013651877
0.47368421052631576 0.5990783410138248 0.5949367088607594 0.6143533123028391
0.5 0.5871121718377088 0.6161137440758294 0.5858505564387917
0.625 0.5560975609756098 0.5670731707317073 0.5964616680707666
0.4666666666666667 0.5393518518518519 0.6235294117647059 0.5708502024291497
0.38461538461538464 0.5685785536159601 0.5696361355081556 0.5830508474576271
0.5238095238095238 0.5704545454545454 0.5891203703703703 0.6180048661800487
0.55 0.6127320954907162 0.5705812574139977 0.5770191507077436
0.6923076923076923 0.6058981233243967 0.577639751552795 0.5637254901960784
0.5652173913043478 0.6019417475728155 0.588957055214724 0.5885167464114832
0.42857142857142855 0.6416040100250626 0.572139303482587 0.5810276679841897
0.6190476190476191 0.5540540540540541 0.5775862068965517 0.5936698032506416
0.6086956521739131 0.5812807881773399 0.5760598503740648 0.6006314127861089
0.6363636363636364 0.6184538653366584 0.5385572139303483 0.5812973883740522
0.43478260869565216 0.572538860103627 0.5821759259259259 0.5766550522648084
0.7 0.6128266033254157 0.573170731707317 0.5874183006535948
0.4166666666666667 0.5964523281596452 0.5664961636828645 0.591326105087573
0.8235294117647058 0.5490654205607477 0.6043956043956044 0.5756302521008403
0.5 0.6033254156769596 0.5861650485436893 0.6003159557661928
0.5833333333333334 0.5522727272727272 0.6060606060606061 0.5790349417637272
0.4090909090909091 0.6385542168674698 0.5699300699300699 0.5925619834710744
0.5 0.6132723112128147 0.5756097560975609 0.5806722689075631
0.48 0.5959079283887468 0.5806861499364676 0.5804643714971978
0.5 0.581151832460733 0.5990279465370595 0.5709651257096513
0.5 0.5731132075471698 0.5956678700361011 0.5786324786324787
0.76 0.5896860986547086 0.58698224852071 0.583404619332763
0.6 0.558891454965358 0.6030150753768844 0.583743842364532
0.6 0.5930232558139535 0.5869565217391305 0.5631313131313131
0.52 0.5454545454545454 0.5973397823458283 0.5805084745762712
0.5454545454545454 0.5354523227383863 0.5698254364089775 0.5956192080876158
0.7272727272727273 0.562962962962963 0.56 0.5742222222222222
0.5238095238095238 0.5986394557823129 0.6116959064327485 0.5877551020408164
0.6666666666666666 0.5871121718377088 0.5861635220125786 0.5892149088025377
0.5833333333333334 0.5701754385964912 0.6051980198019802 0.5882838283828383
0.5 0.6273584905660378 0.5985489721886336 0.5690653432588917
0.5769230769230769 0.6421052631578947 0.5905118601747815 0.596244131455399
0.5555555555555556 0.5799522673031027 0.5921855921855922 0.5641247833622184
0.625 0.5759803921568627 0.5936395759717314 0.5922887612797375
0.5909090909090909 0.6188235294117647 0.577331759149941 0.6006441223832528
0.3888888888888889 0.6048034934497817 0.6070559610705596 0.5778145695364238
0.4 0.60880195599022 0.5959475566150179 0.5868167202572347
0.6666666666666666 0.5767441860465117 0.5795314426633785 0.5868113522537562
0.5 0.6109839816933639 0.5796407185628742 0.583756345177665
0.5217391304347826 0.5781637717121588 0.6020539152759948 0.5672609400324149
0.5454545454545454 0.6123456790123457 0.5733496332518337 0.589516129032258
0.6875 0.5693430656934306 0.6036446469248291 0.585427135678392
0.47619047619047616 0.5845771144278606 0.6009673518742442 0.5850722311396469
0.625 0.6085106382978723 0.5838587641866331 0.5996810207336523
0.5 0.6059907834101382 0.5845771144278606 0.5831973898858075
