source0 source1 source2 source3
1.4372203894578692 1.4632995631577423 1.436821024841206 1.4459854940380548
1.4298891278782544 1.4146306852056534 1.408286204620364 1.396668461725255
1.433174496749674 1.379988707891818 1.3699846859685259 1.383561854086508
1.4226996580945799 1.4527806917209913 1.4581094635879321 1.4442469927796036
1.326641832127223 1.3825931238065545 1.4004019557935128 1.3832210269978502
1.4584047305714292 1.3774146401601584 1.3965615639616251 1.3972680721138406
1.3892444534463422 1.386967793859098 1.4128920620970176 1.4172398557368702
1.383133100960645 1.3533618284564346 1.3617164123219472 1.3779371098793856
1.518986035210302 1.4594071834301798 1.4821408446597373 1.4588888692908475
1.3176942364358755 1.3871921306107076 1.4075971364340094 1.385051011379995
1.3806804842388267 1.39721349421824 1.3965637316016066 1.4186521126635867
1.3898744838364083 1.4448293784635564 1.413327724191567 1.4448409964796785
1.503800586736386 1.4007494855970828 1.428510189919582 1.4394554503167147
1.4445947635563137 1.3958300927139922 1.4168987535469055 1.4336450309747364
1.3665118510207386 1.3768499980770585 1.3823883747310133 1.3923637793083667
1.4753105292884245 1.3931573976105336 1.4218592755444563 1.4083575548741927
1.4000930262075588 1.444466997329156 1.4563218953815789 1.4382871035420794
1.4250278733936956 1.4665774647669207 1.4325086139105123 1.4159789956884974
1.3740808638933883 1.3816338407226694 1.3776413689352915 1.3980852334615284
1.4347089103198274 1.434189540684279 1.4200481301478483 1.4294792786386685
1.4525187819654835 1.4294904174050225 1.4422262103251289 1.4421353089973907
1.3688486866436382 1.4322978161988105 1.4148626463485907 1.4485642392698426
1.4363344999955474 1.4702313518194439 1.4956563755520598 1.4987492584332094
1.4486444649720343 1.4330640692200114 1.4348707162310244 1.4177887683165349
1.3968269063080792 1.4226331985416563 1.3934658854123265 1.4255656307604592
1.369185954876759 1.3557600199858648 1.3692853057384744 1.3679882997326354
1.2961218469231004 1.3738720745534734 1.4199933390918722 1.4108184469608294
1.4701108496627346 1.485264029746854 1.4471009990686128 1.4321297109638365
1.3479304411472595 1.393333469232061 1.3959014248995358 1.3844632313482939
1.401315228040841 1.4330364953656107 1.4230406954031039 1.4275396601279338
1.4419560456061133 1.439599272587735 1.4427992356508288 1.4238376264019084
1.3001305016846003 1.3989521871529442 1.3871292166392506 1.378841754311256
1.383269561859815 1.396809546618484 1.3906621512544999 1.380981590608667
1.461503721254196 1.395224945526488 1.3954174182113255 1.4134926226551507
1.3570074133781764 1.4194237126884968 1.460213481518036 1.4282866299084322
1.415748239651893 1.4011556949561712 1.405635801214805 1.396131349476357
1.3541301087236017 1.356400578928453 1.3592470295924963 1.3578689442860519
1.4269669733293153 1.4188374516139786 1.4125392855436036 1.4220913799108426
1.3456159043576474 1.349442027543437 1.3555407455584252 1.3469719868361751
1.389329897171234 1.3894567779789537 1.4011034181189193 1.3843572469982195
1.4464139661682813 1.4482481217982757 1.4143133444361347 1.4060723147225658
1.4856735848938631 1.5233827112856195 1.4792370227071534 1.4897201183714401
1.3665768852757803 1.3632343543037324 1.3926021221730125 1.3620626581937296
1.3819290763410215 1.4085778367744497 1.4103656308086556 1.3934518573717614
1.415502370357582 1.4211411794766116 1.4153064751151787 1.4077439084106276
1.3818480019361008 1.3946961891404523 1.4128683678140674 1.4123019140979058
1.4067632689575746 1.4008968945465268 1.4140794017453957 1.4190077588559025
1.3019572404825988 1.3545454528111427 1.3471793707651194 1.3768776059285064
1.4492916203195878 1.3935115098379804 1.3891629410139485 1.4287812605915484
1.4002374910881397 1.4171433337924038 1.3983319581846672 1.4448617762526252
1.334644677782105 1.4129132150834445 1.4331251061003307 1.466572184033502
1.470129578700395 1.433540327760857 1.437090071799745 1.4197825268985136
1.3214141239173913 1.4097996306342144 1.3996994891562111 1.3847174185240234
1.3765221780591197 1.4158657111780109 1.4362341601638964 1.4217461859149452
1.4553474793133268 1.4470201531604046 1.463027477301364 1.4359137108314797
