source0 source1 source2 source3
1.4282618168312922 1.3280792016429628 1.3777220323468446 1.3808988783378005
1.4157848235335775 1.4252812352348772 1.4128413367447827 1.393200731085801
1.5148360925532263 1.4446542461602347 1.3803330010027186 1.4077378285357862
1.3585194210147788 1.4261254535297405 1.41525313713781 1.4065190826583607
1.410160816423456 1.4156747507758949 1.4239780517668479 1.3881584159846265
1.3249325781268777 1.3660458730306977 1.3744886776349494 1.377275518402372
1.4611347224442528 1.4289247182191467 1.451992134892967 1.4349404972913493
1.3996707564913162 1.4359082789091904 1.4143509971090436 1.4313400491846777
1.5593574926129783 1.411773709314629 1.422771633193816 1.4279796950103176
1.4485583011917964 1.4217022404342172 1.4264971833262319 1.4391627392356527
1.3166003416820442 1.4074968228155131 1.4057971734154862 1.4078012764692787
1.4055354091847232 1.4017787350816628 1.402754808409284 1.3875868255001131
1.457828523762176 1.4059711901329428 1.4183265665776221 1.4192194691261024
1.4540913454720246 1.4543044631308353 1.402524954116931 1.3984644428716775
1.4164490052701522 1.3858251563265511 1.415269442884756 1.3839132021953415
1.4208503095783296 1.4906337798432916 1.4249237331785112 1.4223258849991036
1.4418002531477212 1.3665694721992319 1.3928093991058332 1.3780297934572405
1.4135742804398785 1.4298147438397317 1.3643839409234884 1.3843059167654788
1.4949744661713145 1.4524120237383322 1.4287344735159375 1.4231487203296518
1.3670853038845845 1.3492258790235274 1.3199611338633315 1.3308096042361401
1.415700585874638 1.3962005584594803 1.3698258108801853 1.3954239187344466
1.3402549035234568 1.390470976550222 1.417332170085974 1.425706610118858
1.3863495631809841 1.3619382835248388 1.4018246927294808 1.3820640864091693
1.380923541565383 1.4078092062327594 1.4057647329483114 1.3996385053280784
1.4389062809438211 1.4201230305056314 1.4103823367176047 1.4256353395965935
1.3483286224276547 1.4088138886987418 1.3676518797711545 1.3864337861739695
1.4550015422977387 1.3708992507611133 1.399320424724586 1.3625273671669598
1.3545757296065442 1.3697694781951328 1.3774392966332178 1.3789863951843997
1.426065500528104 1.4351412421423637 1.4188120923508658 1.4238556334770933
1.5074196032665546 1.4362972513970713 1.4551587999998736 1.4760299424454826
1.3778212253644853 1.4671827715813974 1.408213562336015 1.435454945253757
1.3575715417034118 1.4180219324218364 1.4163566597588 1.421861368398799
1.3961528070186309 1.4149595527872674 1.4332874777331246 1.419450097003418
1.3012748025203194 1.3380145087706103 1.3356009669501159 1.3631039882545033
1.3500346147868105 1.4094953179217768 1.4111832288144264 1.409524739233034
1.3725939066216868 1.4675927035407201 1.4297844602515999 1.4127566555539737
1.4726464747691692 1.4077785558329305 1.4098226601758785 1.382893355847661
1.352231140106985 1.4181820490115713 1.3719197989642857 1.4142027938574657
1.5007715653713134 1.4085873562612854 1.3791480209991522 1.3881960813697218
1.3239266039291129 1.349022710779611 1.372603230967891 1.3821168660622427
1.3193722960616119 1.3621798789454667 1.3639949049802327 1.3799226191896177
1.4386501817519672 1.4322036167878904 1.4084977801292662 1.4172793801900132
1.4204489935738118 1.4448222674942608 1.4403510569708833 1.418452072302329
1.3227691984688768 1.4304762831058535 1.4421091118922251 1.4113362432462733
1.374313532736272 1.3874619949681046 1.4793913769915683 1.436126846222122
