source0 source1 source2 source3
1.4072667713636202 1.4700071025611998 1.4500014432466142 1.4473280869817924
1.331017721751455 1.3384336896802367 1.3532253790499906 1.3216032271863822
1.391232176902479 1.4204691493720922 1.3932723921894166 1.3846669697108263
1.3498802971676578 1.3440382404154145 1.3707840080768192 1.3743805089034562
1.4269181136995546 1.4380689431571652 1.4664583354110237 1.4827677865031639
1.401256712108396 1.390366323666274 1.4060348881746703 1.4095572683674038
1.4418162317935805 1.3729302991147745 1.3733395446973369 1.3882925465532183
1.4697244737022848 1.3535531747302325 1.370333053743327 1.384951852497128
1.2880954062577812 1.4095319802506265 1.426033814602508 1.4111306132901948
1.385948437936051 1.418744163617783 1.4280022826951955 1.4307924420067692
1.3661876340089756 1.3725604106925182 1.4056033817844127 1.4103258490518211
1.559502041550981 1.438088713596015 1.441860167701411 1.4340017362774362
1.4637588274292266 1.4134317341078761 1.4300566334877869 1.419886693002335
1.399450848048809 1.39447638192002 1.3948224332474788 1.4115954793104029
1.4737625221621358 1.4792074842306988 1.4488667852583321 1.478828769668006
1.4710693235478542 1.465433265230787 1.4964125563393698 1.4703163785036097
1.4053114291349411 1.384936178868267 1.3490428776240788 1.3573838057261893
1.342846449503985 1.3382401290491848 1.3439644815968652 1.3382084602167177
1.3563165059981799 1.408160361036046 1.3792543730411682 1.4136972690015357
1.3700123854692483 1.380796801875831 1.3949847210290958 1.3641630653410364
1.3338829897342936 1.448396282605167 1.4140027259667893 1.3979876251703733
1.3919039129924473 1.396240233340745 1.4267091921471717 1.4392557151249203
1.400122473573256 1.3918780777843818 1.3874511897611577 1.3671831777159795
1.3602639554065572 1.4443386432739014 1.4302690489748993 1.4248348171512055
1.4611021372478339 1.4100573730192167 1.4096208974562436 1.4261044899697315
1.3955237530413906 1.4010439486689652 1.3494692113888977 1.3887397574621405
1.3919435042536736 1.4221296418318454 1.375370259007449 1.3784550254284844
1.3775522246934242 1.399219381630263 1.3920210553943178 1.3986671691311803
1.4307542437349428 1.3575290761685201 1.3725411540895436 1.387393216243707
